ID,sentiment
2141,Negative
2142,Positive
2143,Positive
2144,Positive
2145,Positive
2146,Positive
2147,Positive
2148,Positive
2149,Positive
2150,Negative
2151,Negative
2152,Positive
2153,Positive
2154,Positive
2155,Positive
2156,Positive
2157,Positive
2158,Positive
2159,Positive
2160,Positive
2161,Negative
2162,Positive
2163,Negative
2164,Positive
2165,Positive
2166,Negative
2167,Positive
2168,Positive
2169,Positive
2170,Positive
2171,Positive
2172,Negative
2173,Positive
2174,Negative
2175,Positive
2176,Positive
2177,Positive
2178,Positive
2179,Positive
2180,Positive
2181,Positive
2182,Positive
2183,Negative
2184,Positive
2185,Positive
2186,Negative
2187,Positive
2188,Negative
2189,Positive
2190,Positive
2191,Positive
2192,Negative
2193,Positive
2194,Negative
2195,Positive
2196,Positive
2197,Positive
2198,Positive
2199,Positive
2200,Positive
2201,Positive
2202,Positive
2203,Negative
2204,Positive
2205,Positive
2206,Negative
2207,Positive
2208,Positive
2209,Negative
2210,Positive
2211,Positive
2212,Positive
2213,Positive
2214,Negative
2215,Positive
2216,Positive
2217,Positive
2218,Negative
2219,Negative
2220,Positive
2221,Positive
2222,Negative
2223,Positive
2224,Negative
2225,Positive
2226,Positive
2227,Positive
2228,Positive
2229,Negative
2230,Positive
2231,Negative
2232,Positive
2233,Negative
2234,Positive
2235,Positive
2236,Negative
2237,Positive
2238,Positive
2239,Positive
2240,Positive
2241,Positive
2242,Negative
2243,Negative
2244,Positive
2245,Positive
2246,Positive
2247,Positive
2248,Positive
2249,Positive
2250,Negative
2251,Positive
2252,Positive
2253,Positive
2254,Negative
2255,Positive
2256,Positive
2257,Negative
2258,Positive
2259,Positive
2260,Negative
2261,Negative
2262,Positive
2263,Positive
2264,Positive
2265,Negative
2266,Positive
2267,Positive
2268,Positive
2269,Positive
2270,Positive
2271,Negative
2272,Positive
2273,Positive
2274,Negative
2275,Positive
2276,Positive
2277,Positive
2278,Positive
2279,Positive
2280,Positive
2281,Positive
2282,Positive
2283,Negative
2284,Positive
2285,Positive
2286,Negative
2287,Negative
2288,Negative
2289,Positive
2290,Positive
2291,Positive
2292,Positive
2293,Negative
2294,Negative
2295,Positive
2296,Positive
2297,Positive
2298,Positive
2299,Negative
2300,Positive
2301,Negative
2302,Negative
2303,Negative
2304,Positive
2305,Positive
2306,Positive
2307,Negative
2308,Positive
2309,Negative
2310,Negative
2311,Positive
2312,Positive
2313,Negative
2314,Positive
2315,Negative
2316,Positive
2317,Positive
2318,Positive
2319,Positive
2320,Negative
2321,Positive
2322,Positive
2323,Positive
2324,Positive
2325,Negative
2326,Negative
2327,Negative
2328,Positive
2329,Negative
2330,Positive
2331,Positive
2332,Positive
2333,Positive
2334,Positive
2335,Positive
2336,Positive
2337,Negative
2338,Positive
2339,Positive
2340,Positive
2341,Positive
2342,Negative
2343,Positive
2344,Negative
2345,Positive
2346,Positive
2347,Positive
2348,Positive
2349,Positive
2350,Negative
2351,Negative
2352,Negative
2353,Positive
2354,Positive
2355,Positive
2356,Positive
2357,Positive
2358,Positive
2359,Positive
2360,Positive
2361,Positive
2362,Negative
2363,Positive
2364,Negative
2365,Negative
2366,Negative
2367,Negative
2368,Positive
2369,Positive
2370,Positive
2371,Negative
2372,Negative
2373,Positive
2374,Negative
2375,Negative
2376,Positive
2377,Negative
2378,Positive
2379,Negative
2380,Positive
2381,Positive
2382,Negative
2383,Positive
2384,Negative
2385,Positive
2386,Negative
2387,Positive
2388,Positive
2389,Negative
2390,Negative
2391,Positive
2392,Positive
2393,Positive
2394,Negative
2395,Negative
2396,Negative
2397,Positive
2398,Positive
2399,Positive
2400,Negative
2401,Negative
2402,Positive
2403,Positive
2404,Positive
2405,Positive
2406,Positive
2407,Negative
2408,Negative
2409,Positive
2410,Negative
2411,Positive
2412,Negative
2413,Negative
2414,Positive
2415,Negative
2416,Positive
2417,Negative
2418,Positive
2419,Positive
2420,Positive
2421,Positive
2422,Positive
2423,Negative
2424,Positive
2425,Positive
2426,Positive
2427,Negative
2428,Negative
2429,Positive
2430,Positive
2431,Negative
2432,Negative
2433,Negative
2434,Negative
2435,Positive
2436,Positive
2437,Positive
2438,Positive
2439,Positive
2440,Positive
2441,Positive
2442,Positive
2443,Positive
2444,Positive
2445,Positive
2446,Positive
2447,Positive
2448,Positive
2449,Positive
2450,Positive
2451,Positive
2452,Negative
2453,Positive
2454,Positive
2455,Positive
2456,Positive
2457,Positive
2458,Negative
2459,Negative
2460,Positive
2461,Negative
2462,Positive
2463,Positive
2464,Positive
2465,Positive
2466,Positive
2467,Positive
2468,Positive
2469,Negative
2470,Negative
2471,Positive
2472,Negative
2473,Positive
2474,Positive
2475,Positive
2476,Positive
2477,Positive
2478,Negative
2479,Negative
2480,Positive
2481,Negative
2482,Positive
2483,Positive
2484,Positive
2485,Positive
2486,Positive
2487,Negative
2488,Positive
2489,Negative
2490,Positive
2491,Negative
2492,Positive
2493,Positive
2494,Positive
2495,Positive
2496,Positive
2497,Positive
2498,Negative
2499,Positive
2500,Positive
2501,Positive
2502,Positive
2503,Negative
2504,Negative
2505,Positive
2506,Negative
2507,Negative
2508,Negative
2509,Positive
2510,Positive
2511,Positive
2512,Positive
2513,Positive
2514,Positive
2515,Positive
2516,Negative
2517,Positive
2518,Negative
2519,Negative
2520,Positive
2521,Positive
2522,Negative
2523,Negative
2524,Positive
2525,Positive
2526,Negative
2527,Positive
2528,Positive
2529,Positive
2530,Positive
2531,Positive
2532,Positive
2533,Negative
2534,Positive
2535,Positive
2536,Positive
2537,Negative
2538,Positive
2539,Positive
2540,Negative
2541,Positive
2542,Positive
2543,Positive
2544,Negative
2545,Negative
2546,Positive
2547,Positive
2548,Negative
2549,Positive
2550,Positive
2551,Negative
2552,Negative
2553,Positive
2554,Positive
2555,Positive
2556,Positive
2557,Positive
2558,Positive
2559,Positive
2560,Positive
2561,Positive
2562,Positive
2563,Positive
2564,Positive
2565,Positive
2566,Negative
2567,Positive
2568,Positive
2569,Negative
2570,Positive
2571,Positive
2572,Positive
2573,Positive
2574,Positive
2575,Positive
2576,Positive
2577,Positive
2578,Positive
2579,Negative
2580,Positive
2581,Positive
2582,Positive
2583,Positive
2584,Positive
2585,Positive
2586,Negative
2587,Negative
2588,Positive
2589,Positive
2590,Negative
2591,Positive
2592,Positive
2593,Positive
2594,Positive
2595,Positive
2596,Negative
2597,Positive
2598,Positive
2599,Negative
2600,Positive
2601,Positive
2602,Positive
2603,Positive
2604,Positive
2605,Positive
2606,Positive
2607,Positive
2608,Positive
2609,Negative
2610,Negative
2611,Positive
2612,Positive
2613,Positive
2614,Positive
2615,Negative
2616,Positive
2617,Negative
2618,Negative
2619,Positive
2620,Positive
2621,Positive
2622,Positive
2623,Negative
2624,Positive
2625,Negative
2626,Positive
2627,Positive
2628,Negative
2629,Positive
2630,Positive
2631,Positive
2632,Negative
2633,Positive
2634,Negative
2635,Positive
2636,Positive
2637,Positive
2638,Positive
2639,Positive
2640,Negative
2641,Positive
2642,Positive
2643,Positive
2644,Positive
2645,Positive
2646,Positive
2647,Positive
2648,Positive
2649,Positive
2650,Negative
2651,Positive
2652,Positive
2653,Positive
2654,Negative
2655,Negative
2656,Negative
2657,Negative
2658,Positive
2659,Positive
2660,Negative
2661,Positive
2662,Positive
2663,Positive
2664,Positive
2665,Negative
2666,Positive
2667,Positive
2668,Positive
2669,Positive
2670,Positive
2671,Positive
2672,Positive
2673,Positive
2674,Positive
2675,Positive
2676,Positive
2677,Positive
2678,Negative
2679,Positive
2680,Negative
2681,Negative
2682,Positive
2683,Positive
2684,Positive
2685,Positive
2686,Positive
2687,Positive
2688,Positive
2689,Positive
2690,Positive
2691,Negative
2692,Positive
2693,Positive
2694,Positive
2695,Negative
2696,Positive
2697,Negative
2698,Positive
2699,Negative
2700,Positive
2701,Positive
2702,Negative
2703,Negative
2704,Positive
2705,Positive
2706,Positive
2707,Negative
2708,Negative
2709,Positive
2710,Negative
2711,Positive
2712,Positive
2713,Negative
2714,Positive
2715,Negative
2716,Positive
2717,Positive
2718,Positive
2719,Positive
2720,Positive
2721,Positive
2722,Positive
2723,Positive
2724,Positive
2725,Positive
2726,Positive
2727,Positive
2728,Positive
2729,Positive
2730,Negative
2731,Negative
2732,Negative
2733,Negative
2734,Negative
2735,Negative
2736,Negative
2737,Positive
2738,Positive
2739,Negative
2740,Positive
2741,Positive
2742,Positive
2743,Positive
2744,Positive
2745,Positive
2746,Positive
2747,Positive
2748,Negative
2749,Positive
2750,Positive
2751,Negative
2752,Negative
2753,Positive
2754,Positive
2755,Negative
2756,Positive
2757,Positive
2758,Positive
2759,Positive
2760,Positive
2761,Positive
2762,Positive
2763,Positive
2764,Negative
2765,Positive
2766,Positive
2767,Positive
2768,Positive
2769,Positive
2770,Positive
2771,Positive
2772,Positive
2773,Negative
2774,Negative
2775,Negative
2776,Negative
2777,Negative
2778,Positive
2779,Positive
2780,Positive
2781,Negative
2782,Negative
2783,Negative
2784,Positive
2785,Positive
2786,Negative
2787,Positive
2788,Negative
2789,Negative
2790,Positive
2791,Positive
2792,Negative
2793,Positive
2794,Positive
2795,Positive
2796,Positive
2797,Positive
2798,Negative
2799,Positive
2800,Positive
2801,Positive
2802,Negative
2803,Negative
2804,Positive
2805,Negative
2806,Negative
2807,Positive
2808,Negative
2809,Positive
2810,Negative
2811,Positive
2812,Negative
2813,Positive
2814,Positive
2815,Negative
2816,Positive
2817,Negative
2818,Positive
2819,Positive
2820,Positive
2821,Positive
2822,Positive
2823,Positive
2824,Negative
2825,Negative
2826,Positive
2827,Positive
2828,Positive
2829,Positive
2830,Positive
2831,Positive
2832,Positive
2833,Positive
2834,Positive
2835,Positive
2836,Negative
2837,Positive
2838,Positive
2839,Negative
2840,Negative
2841,Negative
2842,Positive
2843,Positive
2844,Positive
2845,Negative
2846,Positive
2847,Negative
2848,Positive
2849,Negative
2850,Positive
2851,Negative
2852,Positive
2853,Positive
2854,Negative
2855,Positive
2856,Positive
2857,Positive
2858,Positive
2859,Positive
2860,Negative
2861,Positive
2862,Positive
2863,Positive
2864,Positive
2865,Positive
2866,Positive
2867,Positive
2868,Positive
2869,Positive
2870,Positive
2871,Negative
2872,Positive
2873,Negative
2874,Positive
2875,Positive
2876,Positive
2877,Negative
2878,Positive
2879,Negative
2880,Negative
2881,Positive
2882,Positive
2883,Positive
2884,Negative
2885,Negative
2886,Positive
2887,Negative
2888,Positive
2889,Positive
2890,Positive
2891,Positive
2892,Positive
2893,Positive
2894,Positive
2895,Positive
2896,Positive
2897,Positive
2898,Positive
2899,Positive
2900,Negative
2901,Positive
2902,Negative
2903,Positive
2904,Positive
2905,Positive
2906,Positive
2907,Positive
2908,Negative
2909,Positive
2910,Positive
2911,Positive
2912,Positive
2913,Negative
2914,Positive
2915,Positive
2916,Positive
2917,Positive
2918,Negative
2919,Positive
2920,Positive
2921,Positive
2922,Positive
2923,Positive
2924,Negative
2925,Negative
2926,Negative
2927,Negative
2928,Positive
2929,Positive
2930,Negative
2931,Negative
2932,Positive
2933,Positive
2934,Positive
2935,Negative
2936,Negative
2937,Negative
2938,Negative
2939,Positive
2940,Negative
2941,Negative
2942,Positive
2943,Positive
2944,Negative
2945,Negative
2946,Positive
2947,Negative
2948,Negative
2949,Positive
2950,Positive
2951,Positive
2952,Positive
2953,Negative
2954,Positive
2955,Positive
2956,Positive
2957,Positive
2958,Positive
2959,Positive
2960,Positive
2961,Negative
2962,Positive
2963,Positive
2964,Positive
2965,Positive
2966,Positive
2967,Positive
2968,Negative
2969,Positive
2970,Negative
2971,Negative
2972,Negative
2973,Positive
2974,Positive
2975,Negative
2976,Positive
2977,Negative
2978,Negative
2979,Negative
2980,Negative
2981,Positive
2982,Positive
2983,Positive
2984,Positive
2985,Negative
2986,Positive
2987,Positive
2988,Positive
2989,Negative
2990,Positive
2991,Positive
2992,Negative
2993,Positive
2994,Negative
2995,Negative
2996,Positive
2997,Positive
2998,Positive
2999,Positive
3000,Positive
3001,Positive
3002,Positive
3003,Positive
3004,Positive
3005,Positive
3006,Negative
3007,Positive
3008,Negative
3009,Positive
3010,Positive
3011,Positive
3012,Negative
3013,Positive
3014,Positive
3015,Positive
3016,Positive
3017,Negative
3018,Negative
3019,Positive
3020,Positive
3021,Positive
3022,Positive
3023,Positive
3024,Positive
3025,Negative
3026,Positive
3027,Negative
3028,Positive
3029,Positive
3030,Positive
3031,Positive
3032,Negative
3033,Positive
3034,Positive
3035,Positive
3036,Positive
3037,Positive
3038,Positive
3039,Negative
3040,Negative
3041,Positive
3042,Positive
3043,Positive
3044,Positive
3045,Positive
3046,Negative
3047,Positive
3048,Positive
3049,Negative
3050,Negative
3051,Positive
3052,Positive
3053,Positive
3054,Positive
3055,Positive
3056,Positive
3057,Negative
3058,Positive
3059,Positive
3060,Positive
3061,Positive
3062,Negative
3063,Positive
3064,Positive
3065,Positive
3066,Positive
3067,Positive
3068,Positive
3069,Positive
3070,Positive
3071,Positive
3072,Negative
3073,Positive
3074,Positive
3075,Positive
3076,Negative
3077,Positive
3078,Positive
3079,Positive
3080,Negative
3081,Positive
3082,Positive
3083,Negative
3084,Negative
3085,Negative
3086,Positive
3087,Positive
3088,Positive
3089,Positive
3090,Positive
3091,Negative
3092,Positive
3093,Negative
3094,Positive
3095,Negative
3096,Positive
3097,Negative
3098,Negative
3099,Positive
3100,Positive
3101,Negative
3102,Positive
3103,Positive
3104,Negative
3105,Negative
3106,Positive
3107,Positive
3108,Positive
3109,Positive
3110,Positive
3111,Positive
3112,Negative
3113,Positive
3114,Negative
3115,Positive
3116,Positive
3117,Negative
3118,Positive
3119,Negative
3120,Negative
3121,Positive
3122,Positive
3123,Positive
3124,Negative
3125,Positive
3126,Positive
3127,Positive
3128,Positive
3129,Positive
3130,Positive
3131,Positive
3132,Positive
3133,Negative
3134,Positive
3135,Positive
3136,Positive
3137,Positive
3138,Positive
3139,Positive
3140,Negative
3141,Negative
3142,Positive
3143,Positive
3144,Positive
3145,Positive
3146,Negative
3147,Positive
3148,Positive
3149,Positive
3150,Positive
3151,Positive
3152,Negative
3153,Positive
3154,Positive
3155,Positive
3156,Positive
3157,Positive
3158,Negative
3159,Negative
3160,Positive
3161,Positive
3162,Positive
3163,Positive
3164,Negative
3165,Positive
3166,Positive
3167,Positive
3168,Positive
3169,Positive
3170,Positive
3171,Positive
3172,Positive
3173,Positive
3174,Negative
3175,Positive
3176,Negative
3177,Positive
3178,Positive
3179,Positive
3180,Negative
3181,Positive
3182,Positive
3183,Negative
3184,Positive
3185,Positive
3186,Negative
3187,Positive
3188,Positive
3189,Positive
3190,Negative
3191,Negative
3192,Positive
3193,Positive
3194,Negative
3195,Positive
3196,Positive
3197,Positive
3198,Positive
3199,Positive
3200,Negative
3201,Negative
3202,Negative
3203,Positive
3204,Positive
3205,Positive
3206,Negative
3207,Positive
3208,Positive
3209,Negative
3210,Positive
3211,Negative
3212,Positive
3213,Positive
3214,Positive
3215,Positive
3216,Positive
3217,Positive
3218,Negative
3219,Positive
3220,Positive
3221,Negative
3222,Positive
3223,Positive
3224,Positive
3225,Positive
3226,Positive
3227,Negative
3228,Positive
3229,Negative
3230,Negative
3231,Positive
3232,Positive
3233,Positive
3234,Positive
3235,Positive
3236,Positive
3237,Negative
3238,Negative
3239,Positive
3240,Positive
3241,Negative
3242,Negative
3243,Positive
3244,Positive
3245,Negative
3246,Positive
3247,Negative
3248,Negative
3249,Positive
3250,Positive
3251,Negative
3252,Positive
3253,Positive
3254,Positive
3255,Positive
3256,Negative
3257,Negative
3258,Negative
3259,Positive
3260,Positive
3261,Positive
3262,Positive
3263,Negative
3264,Positive
3265,Positive
3266,Negative
3267,Positive
3268,Positive
3269,Positive
3270,Negative
3271,Negative
3272,Negative
3273,Positive
3274,Positive
3275,Positive
3276,Negative
3277,Positive
3278,Negative
3279,Positive
3280,Positive
3281,Positive
3282,Positive
3283,Negative
3284,Positive
3285,Positive
3286,Negative
3287,Negative
3288,Positive
3289,Negative
3290,Positive
3291,Positive
3292,Positive
3293,Positive
3294,Positive
3295,Positive
3296,Negative
3297,Negative
3298,Positive
3299,Positive
3300,Positive
3301,Positive
3302,Negative
3303,Negative
3304,Positive
3305,Positive
3306,Positive
3307,Positive
3308,Negative
3309,Positive
3310,Positive
3311,Positive
3312,Positive
3313,Positive
3314,Negative
3315,Positive
3316,Positive
3317,Positive
3318,Negative
3319,Positive
3320,Positive
3321,Positive
3322,Positive
3323,Positive
3324,Positive
3325,Negative
3326,Positive
3327,Positive
3328,Positive
3329,Positive
3330,Positive
3331,Negative
3332,Positive
3333,Positive
3334,Positive
3335,Positive
3336,Positive
3337,Positive
3338,Positive
3339,Positive
3340,Positive
3341,Positive
3342,Negative
3343,Negative
3344,Negative
3345,Positive
3346,Positive
3347,Positive
3348,Positive
3349,Positive
3350,Negative
3351,Positive
3352,Positive
3353,Negative
3354,Positive
3355,Positive
3356,Positive
3357,Positive
3358,Negative
3359,Positive
3360,Negative
3361,Positive
3362,Positive
3363,Positive
3364,Positive
3365,Negative
3366,Negative
3367,Positive
3368,Positive
3369,Positive
3370,Negative
3371,Negative
3372,Negative
3373,Negative
3374,Negative
3375,Positive
3376,Positive
3377,Positive
3378,Positive
3379,Positive
3380,Positive
3381,Positive
3382,Positive
3383,Positive
3384,Positive
3385,Negative
3386,Negative
3387,Negative
3388,Positive
3389,Positive
3390,Positive
3391,Positive
3392,Negative
3393,Positive
3394,Positive
3395,Positive
3396,Positive
3397,Positive
3398,Positive
3399,Positive
3400,Positive
3401,Positive
3402,Positive
3403,Negative
3404,Positive
3405,Negative
3406,Positive
3407,Positive
3408,Positive
3409,Positive
3410,Positive
3411,Positive
3412,Positive
3413,Negative
3414,Positive
3415,Positive
3416,Positive
3417,Positive
3418,Positive
3419,Positive
3420,Positive
3421,Positive
3422,Positive
3423,Positive
3424,Positive
3425,Negative
3426,Positive
3427,Negative
3428,Negative
3429,Positive
3430,Negative
3431,Positive
3432,Positive
3433,Positive
3434,Negative
3435,Positive
3436,Positive
3437,Positive
3438,Positive
3439,Positive
3440,Negative
3441,Positive
3442,Negative
3443,Positive
3444,Positive
3445,Positive
3446,Positive
3447,Positive
3448,Negative
3449,Negative
3450,Positive
3451,Positive
3452,Negative
3453,Positive
3454,Positive
3455,Positive
3456,Positive
3457,Positive
3458,Negative
3459,Positive
3460,Positive
3461,Positive
3462,Positive
3463,Negative
3464,Negative
3465,Positive
3466,Positive
3467,Positive
3468,Positive
3469,Positive
3470,Positive
3471,Positive
3472,Positive
3473,Positive
3474,Positive
3475,Negative
3476,Negative
3477,Negative
3478,Positive
3479,Positive
3480,Negative
3481,Negative
3482,Positive
3483,Negative
3484,Negative
3485,Positive
3486,Negative
3487,Positive
3488,Negative
3489,Positive
3490,Positive
3491,Positive
3492,Positive
3493,Negative
3494,Positive
3495,Positive
3496,Positive
3497,Positive
3498,Negative
3499,Positive
3500,Negative
3501,Positive
3502,Negative
3503,Negative
3504,Negative
3505,Positive
3506,Negative
3507,Positive
3508,Negative
3509,Positive
3510,Positive
3511,Positive
3512,Negative
3513,Positive
3514,Positive
3515,Positive
3516,Positive
3517,Positive
3518,Negative
3519,Positive
3520,Positive
3521,Positive
3522,Positive
3523,Negative
3524,Positive
3525,Negative
3526,Positive
3527,Positive
3528,Positive
3529,Negative
3530,Positive
3531,Positive
3532,Positive
3533,Positive
3534,Positive
3535,Positive
3536,Positive
3537,Positive
3538,Negative
3539,Positive
3540,Positive
3541,Negative
3542,Positive
3543,Negative
3544,Positive
3545,Positive
3546,Positive
3547,Positive
3548,Positive
3549,Positive
3550,Positive
3551,Positive
3552,Negative
3553,Positive
3554,Positive
3555,Positive
3556,Positive
3557,Negative
3558,Positive
3559,Negative
3560,Negative
3561,Positive
3562,Negative
3563,Negative
3564,Positive
3565,Negative
3566,Positive
3567,Positive
3568,Positive
3569,Positive
3570,Positive
3571,Negative
3572,Positive
3573,Negative
3574,Positive
3575,Positive
3576,Positive
3577,Positive
3578,Positive
3579,Positive
3580,Positive
3581,Negative
3582,Positive
3583,Positive
3584,Positive
3585,Positive
3586,Positive
3587,Negative
3588,Negative
3589,Positive
3590,Positive
3591,Positive
3592,Negative
3593,Positive
3594,Negative
3595,Negative
3596,Positive
3597,Negative
3598,Negative
3599,Positive
3600,Negative
3601,Positive
3602,Negative
3603,Negative
3604,Negative
3605,Positive
3606,Positive
3607,Positive
3608,Negative
3609,Negative
3610,Positive
3611,Positive
3612,Positive
3613,Positive
3614,Positive
3615,Positive
3616,Negative
3617,Positive
3618,Positive
3619,Positive
3620,Positive
3621,Negative
3622,Positive
3623,Positive
3624,Positive
3625,Positive
3626,Positive
3627,Positive
3628,Positive
3629,Positive
3630,Positive
3631,Negative
3632,Positive
3633,Positive
3634,Negative
3635,Negative
3636,Positive
3637,Negative
3638,Positive
3639,Positive
3640,Positive
3641,Positive
3642,Negative
3643,Negative
3644,Positive
3645,Negative
3646,Positive
3647,Positive
3648,Positive
3649,Positive
3650,Positive
3651,Positive
3652,Positive
3653,Negative
3654,Positive
3655,Positive
3656,Positive
3657,Negative
3658,Positive
3659,Negative
3660,Positive
3661,Positive
3662,Negative
3663,Negative
3664,Positive
3665,Positive
3666,Positive
3667,Positive
3668,Positive
3669,Negative
3670,Positive
3671,Positive
3672,Negative
3673,Negative
3674,Positive
3675,Negative
3676,Positive
3677,Positive
3678,Positive
3679,Negative
3680,Positive
3681,Positive
3682,Negative
3683,Negative
3684,Positive
3685,Positive
3686,Positive
3687,Positive
3688,Positive
3689,Negative
3690,Positive
3691,Negative
3692,Positive
3693,Negative
3694,Negative
3695,Positive
3696,Negative
3697,Positive
3698,Negative
3699,Positive
3700,Positive
3701,Positive
3702,Positive
3703,Negative
3704,Positive
3705,Positive
3706,Positive
3707,Positive
3708,Positive
3709,Positive
3710,Positive
3711,Positive
3712,Positive
3713,Negative
3714,Positive
3715,Negative
3716,Negative
3717,Positive
3718,Positive
3719,Positive
3720,Positive
3721,Positive
3722,Negative
3723,Negative
3724,Negative
3725,Negative
3726,Positive
3727,Negative
3728,Positive
3729,Positive
3730,Positive
3731,Positive
3732,Positive
3733,Negative
3734,Positive
3735,Positive
3736,Negative
3737,Positive
3738,Negative
3739,Positive
3740,Negative
3741,Negative
3742,Positive
3743,Positive
3744,Positive
3745,Positive
3746,Positive
3747,Positive
3748,Negative
3749,Positive
3750,Negative
3751,Positive
3752,Positive
3753,Negative
3754,Negative
3755,Positive
3756,Positive
3757,Positive
3758,Positive
3759,Positive
3760,Positive
3761,Negative
3762,Positive
3763,Positive
3764,Positive
3765,Positive
3766,Negative
3767,Positive
3768,Negative
3769,Negative
3770,Positive
3771,Positive
3772,Positive
3773,Negative
3774,Positive
3775,Positive
3776,Positive
3777,Positive
3778,Negative
3779,Positive
3780,Positive
3781,Positive
3782,Positive
3783,Positive
3784,Negative
3785,Positive
3786,Positive
3787,Positive
3788,Negative
3789,Negative
3790,Positive
3791,Positive
3792,Positive
3793,Positive
3794,Negative
3795,Positive
3796,Negative
3797,Positive
3798,Positive
3799,Positive
3800,Positive
3801,Positive
3802,Positive
3803,Negative
3804,Positive
3805,Positive
3806,Positive
3807,Positive
3808,Positive
3809,Positive
3810,Negative
3811,Positive
3812,Positive
3813,Positive
3814,Positive
3815,Positive
3816,Positive
3817,Positive
3818,Negative
3819,Negative
3820,Positive
3821,Negative
3822,Positive
3823,Negative
3824,Positive
3825,Positive
3826,Positive
3827,Positive
3828,Positive
3829,Positive
3830,Positive
3831,Positive
3832,Positive
3833,Negative
3834,Positive
3835,Positive
3836,Positive
3837,Positive
3838,Positive
3839,Positive
3840,Negative
3841,Positive
3842,Positive
3843,Negative
3844,Positive
3845,Negative
3846,Positive
3847,Positive
3848,Negative
3849,Negative
3850,Positive
3851,Negative
3852,Positive
3853,Positive
3854,Negative
3855,Positive
3856,Positive
3857,Positive
3858,Negative
3859,Positive
3860,Negative
3861,Positive
3862,Positive
3863,Negative
3864,Positive
3865,Positive
3866,Positive
3867,Positive
3868,Positive
3869,Positive
3870,Negative
3871,Negative
3872,Positive
3873,Negative
3874,Positive
3875,Negative
3876,Positive
3877,Negative
3878,Negative
3879,Positive
3880,Negative
3881,Negative
3882,Negative
3883,Positive
3884,Positive
3885,Negative
3886,Positive
3887,Positive
3888,Positive
3889,Positive
3890,Negative
3891,Positive
3892,Negative
3893,Positive
3894,Positive
3895,Positive
3896,Negative
3897,Negative
3898,Negative
3899,Negative
3900,Positive
3901,Negative
3902,Positive
3903,Positive
3904,Positive
3905,Negative
3906,Positive
3907,Negative
3908,Positive
3909,Negative
3910,Positive
3911,Negative
3912,Negative
3913,Positive
3914,Positive
3915,Positive
3916,Negative
3917,Positive
3918,Positive
3919,Positive
3920,Positive
3921,Positive
3922,Positive
3923,Positive
3924,Positive
3925,Positive
3926,Negative
3927,Positive
3928,Positive
3929,Negative
3930,Negative
3931,Positive
3932,Positive
3933,Negative
3934,Positive
3935,Negative
3936,Positive
3937,Positive
3938,Positive
3939,Negative
3940,Positive
3941,Negative
3942,Negative
3943,Positive
3944,Positive
3945,Negative
3946,Positive
3947,Positive
3948,Positive
3949,Negative
3950,Positive
3951,Negative
3952,Negative
3953,Positive
3954,Positive
3955,Negative
3956,Positive
3957,Negative
3958,Positive
3959,Positive
3960,Positive
3961,Positive
3962,Negative
3963,Negative
3964,Positive
3965,Positive
3966,Negative
3967,Positive
3968,Positive
3969,Positive
3970,Positive
3971,Positive
3972,Negative
3973,Negative
3974,Positive
3975,Negative
3976,Positive
3977,Positive
3978,Negative
3979,Positive
3980,Positive
3981,Positive
3982,Negative
3983,Negative
3984,Positive
3985,Positive
3986,Negative
3987,Positive
3988,Positive
3989,Negative
3990,Positive
3991,Positive
3992,Negative
3993,Positive
3994,Negative
3995,Negative
3996,Positive
3997,Positive
3998,Negative
3999,Negative
4000,Positive
4001,Negative
4002,Positive
4003,Positive
4004,Positive
4005,Positive
4006,Negative
4007,Positive
4008,Negative
4009,Negative
4010,Negative
4011,Negative
4012,Positive
4013,Negative
4014,Positive
4015,Negative
4016,Positive
4017,Positive
4018,Positive
4019,Positive
4020,Negative
4021,Positive
4022,Negative
4023,Positive
4024,Negative
4025,Positive
4026,Positive
4027,Positive
4028,Positive
4029,Negative
4030,Negative
4031,Negative
4032,Positive
4033,Positive
4034,Negative
4035,Negative
4036,Positive
4037,Negative
4038,Positive
4039,Negative
4040,Positive
4041,Positive
4042,Positive
4043,Positive
4044,Positive
4045,Positive
4046,Negative
4047,Positive
4048,Negative
4049,Negative
4050,Negative
4051,Negative
4052,Positive
4053,Positive
4054,Positive
4055,Negative
4056,Negative
4057,Positive
4058,Negative
4059,Positive
4060,Positive
4061,Positive
4062,Positive
4063,Positive
4064,Positive
4065,Negative
4066,Positive
4067,Positive
4068,Negative
4069,Positive
4070,Positive
4071,Negative
4072,Positive
4073,Negative
4074,Negative
4075,Negative
4076,Positive
4077,Positive
4078,Positive
4079,Negative
4080,Positive
4081,Positive
4082,Positive
4083,Positive
4084,Positive
4085,Positive
4086,Negative
4087,Negative
4088,Positive
4089,Positive
4090,Positive
4091,Positive
4092,Positive
4093,Positive
4094,Positive
4095,Positive
4096,Negative
4097,Positive
4098,Positive
4099,Positive
4100,Positive
4101,Negative
4102,Positive
4103,Positive
4104,Negative
4105,Negative
4106,Negative
4107,Negative
4108,Negative
4109,Negative
4110,Positive
4111,Positive
4112,Negative
4113,Negative
4114,Positive
4115,Positive
4116,Negative
4117,Positive
4118,Negative
4119,Negative
4120,Positive
4121,Positive
4122,Positive
4123,Negative
4124,Negative
4125,Positive
4126,Positive
4127,Positive
4128,Negative
4129,Positive
4130,Negative
4131,Negative
4132,Positive
4133,Positive
4134,Negative
4135,Positive
4136,Positive
4137,Positive
4138,Positive
